word,target_word,sentence,has_placeholder,template,modifications,likely_under
admonished,she,She calmly admonished her friends.,True,{pronoun} calmly admonished {pronoun1} friends.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
admonished,she,She politely admonished her colleagues.,True,{pronoun} politely admonished {pronoun1} colleagues.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
admonished,she,She firmly admonished her classmates.,True,{pronoun} firmly admonished {pronoun1} classmates.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
admonished,she,She respectfully admonished her teammates.,True,{pronoun} respectfully admonished {pronoun1} teammates.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
admonished,she,She gently admonished her siblings.,True,{pronoun} gently admonished {pronoun1} siblings.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
alerted,she,She alerted the security guards.,True,{pronoun} alerted the security guards.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
alerted,she,She quickly alerted her colleagues.,True,{pronoun} quickly alerted {pronoun1} colleagues.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
alerted,she,She calmly alerted the authorities.,True,{pronoun} calmly alerted the authorities.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
alerted,she,She immediately alerted the emergency services.,True,{pronoun} immediately alerted the emergency services.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
alerted,she,She discreetly alerted her supervisor.,True,{pronoun} discreetly alerted {pronoun1} supervisor.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,She appreciates the little things.,True,{pronoun} appreciates the little things.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,We appreciate that she's here.,True,We appreciate that {pronoun}'s here.,"Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,She appreciates genuine acts of kindness.,True,{pronoun} appreciates genuine acts of kindness.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,They appreciate her unique perspective.,True,They appreciate {pronoun1} unique perspective.,"Counter({'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,She appreciates diverse cultures.,True,{pronoun} appreciates diverse cultures.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,She began barricading the entrance.,True,{pronoun} began barricading the entrance.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,"With determination, she started barricading.",True,"With determination, {pronoun} started barricading.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,She focused on barricading swiftly.,True,{pronoun} focused on barricading swiftly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,She skillfully barricaded the area.,True,{pronoun} skillfully barricaded the area.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,"Carefully, she started barricading again.",True,"Carefully, {pronoun} started barricading again.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,She skillfully bastes the turkey.,True,{pronoun} skillfully bastes the turkey.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,She carefully bastes the fabric.,True,{pronoun} carefully bastes the fabric.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,She expertly bastes the roast.,True,{pronoun} expertly bastes the roast.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,She artfully bastes the vegetables.,True,{pronoun} artfully bastes the vegetables.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,She lovingly bastes the chicken.,True,{pronoun} lovingly bastes the chicken.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,The beauties of nature surround her.,True,The beauties of nature surround {pronoun2}.,"Counter({'him': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,She appreciates the hidden beauties.,True,{pronoun} appreciates the hidden beauties.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,She radiates inner beauties always.,True,{pronoun} radiates inner beauties always.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
beauties,she,She discovers beauties in simplicity.,True,{pronoun} discovers beauties in simplicity.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,The beauties she creates inspire.,True,The beauties {pronoun} creates inspire.,"Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She effortlessly overcomes unexpected blockages.,True,{pronoun} effortlessly overcomes unexpected blockages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,"With determination, she overcomes blockages.",True,"With determination, {pronoun} overcomes blockages.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She identifies and resolves blockages.,True,{pronoun} identifies and resolves blockages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She skillfully navigates through blockages.,True,{pronoun} skillfully navigates through blockages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,"Despite challenges, she conquers blockages.",True,"Despite challenges, {pronoun} conquers blockages.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,She is a warm-blooded mammal.,True,{pronoun} is a warm-blooded mammal.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a determined, cold-blooded athlete.",True,"{pronoun} is a determined, cold-blooded athlete.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a quick-thinking, level-headed blooded detective.",True,"{pronoun} is a quick-thinking, level-headed blooded detective.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a compassionate, kind-hearted blooded nurse.",True,"{pronoun} is a compassionate, kind-hearted blooded nurse.","Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'likely'}"
blooded,she,"She is a skilled, sharp-eyed blooded archer.",True,"{pronoun} is a skilled, sharp-eyed blooded archer.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She carefully chose a book.,True,{pronoun} carefully chose a book.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She read the book silently.,True,{pronoun} read the book silently.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She recommended the book enthusiastically.,True,{pronoun} recommended the book enthusiastically.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She discussed the book passionately.,True,{pronoun} discussed the book passionately.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She loaned the book generously.,True,{pronoun} loaned the book generously.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She loves exploring different campsites.,True,{pronoun} loves exploring different campsites.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She often enjoys camping at secluded campsites.,True,{pronoun} often enjoys camping at secluded campsites.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,"She is an avid photographer, capturing breathtaking campsites.",True,"{pronoun} is an avid photographer, capturing breathtaking campsites.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She appreciates the tranquility of remote campsites.,True,{pronoun} appreciates the tranquility of remote campsites.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She finds solace in nature's campsites.,True,{pronoun} finds solace in nature's campsites.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She explored the sprawling campus.,True,{pronoun} explored the sprawling campus.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She admired the campus architecture.,True,{pronoun} admired the campus architecture.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She frequented the campus library.,True,{pronoun} frequented the campus library.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She enjoyed picnics on campus.,True,{pronoun} enjoyed picnics on campus.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She discovered hidden campus trails.,True,{pronoun} discovered hidden campus trails.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,She exudes an effortless casualness.,True,{pronoun} exudes an effortless casualness.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,Her style embraces casualness beautifully.,True,{pronoun1} style embraces casualness beautifully.,"Counter({'His': 1, 'Her': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,She carries herself with casualness.,True,{pronoun} carries {pronoun2}self with casualness.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,Her demeanor reflects casualness effortlessly.,True,{pronoun1} demeanor reflects casualness effortlessly.,"Counter({'His': 1, 'Her': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,She effortlessly embodies casualness.,True,{pronoun} effortlessly embodies casualness.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,She winced as her clavicle fractured.,True,{pronoun} winced as {pronoun1} clavicle fractured.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'unlikely'}"
clavicle,she,She proudly displayed her healed clavicle.,True,{pronoun} proudly displayed {pronoun1} healed clavicle.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,She admired the intricate clavicle structure.,True,{pronoun} admired the intricate clavicle structure.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,She protected her delicate clavicle.,True,{pronoun} protected {pronoun1} delicate clavicle.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,She embraced her unique clavicle shape.,True,{pronoun} embraced {pronoun1} unique clavicle shape.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,She took codeine for pain.,True,{pronoun} took codeine for pain.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,Codeine helped ease her discomfort.,True,Codeine helped ease {pronoun1} discomfort.,"Counter({'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,She relied on codeine occasionally.,True,{pronoun} relied on codeine occasionally.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,Codeine was her go-to solution.,True,Codeine was {pronoun1} go-to solution.,"Counter({'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,She found relief with codeine.,True,{pronoun} found relief with codeine.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,She found consolation in music.,True,{pronoun} found consolation in music.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,She sought consolation through art.,True,{pronoun} sought consolation through art.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,She obtained consolation from nature.,True,{pronoun} obtained consolation from nature.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,She discovered consolation in literature.,True,{pronoun} discovered consolation in literature.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,She derived consolation from friendship.,True,{pronoun} derived consolation from friendship.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She excelled in copying artwork.,True,{pronoun} excelled in copying artwork.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She was skilled at copying calligraphy.,True,{pronoun} was skilled at copying calligraphy.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She learned copying techniques effortlessly.,True,{pronoun} learned copying techniques effortlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She practiced copying diligently everyday.,True,{pronoun} practiced copying diligently everyday.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She mastered the art of copying.,True,{pronoun} mastered the art of copying.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,She corkscrewed her way through the crowd.,True,{pronoun} corkscrewed {pronoun1} way through the crowd.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"With finesse, she corkscrewed open the bottle.",True,"With finesse, {pronoun} corkscrewed open the bottle.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"As she danced, her curls corkscrewed.",True,"As {pronoun} danced, {pronoun1} curls corkscrewed.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,She skillfully corkscrewed the wire.,True,{pronoun} skillfully corkscrewed the wire.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"With determination, she corkscrewed the screw.",True,"With determination, {pronoun} corkscrewed the screw.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'unlikely'}"
dales,she,She loves exploring the dales.,True,{pronoun} loves exploring the dales.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,She finds peace in the dales.,True,{pronoun} finds peace in the dales.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,She often hikes through the dales.,True,{pronoun} often hikes through the dales.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,She enjoys picnicking in the dales.,True,{pronoun} enjoys picnicking in the dales.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,She feels connected to nature in the dales.,True,{pronoun} feels connected to nature in the dales.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She denies any involvement whatsoever.,True,{pronoun} denies any involvement whatsoever.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,"Despite the evidence, she denies.",True,"Despite the evidence, {pronoun} denies.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She cannot deny her true feelings.,True,{pronoun} cannot deny {pronoun1} true feelings.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She firmly denies all accusations.,True,{pronoun} firmly denies all accusations.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She denies having any knowledge.,True,{pronoun} denies having any knowledge.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her busy schedule, she always finds time for self-care.",True,"Despite {pronoun1} busy schedule, {pronoun} always finds time for self-care.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,She pursued her dreams despite obstacles.,True,{pronoun} pursued {pronoun1} dreams despite obstacles.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her introverted nature, she excels in public speaking.",True,"Despite {pronoun1} introverted nature, {pronoun} excels in public speaking.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,She remains calm and composed despite challenging circumstances.,True,{pronoun} remains calm and composed despite challenging circumstances.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her fears, she took a leap of faith.",True,"Despite {pronoun1} fears, {pronoun} took a leap of faith.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"Disappointingly, she didn't receive recognition.",True,"Disappointingly, {pronoun} didn't receive recognition.","Counter({'he': 1, 'she': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
disappointingly,she,She performed disappointingly in auditions.,True,{pronoun} performed disappointingly in auditions.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"Disappointingly, she missed the opportunity.",True,"Disappointingly, {pronoun} missed the opportunity.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,She completed the project disappointingly.,True,{pronoun} completed the project disappointingly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'unlikely'}"
disappointingly,she,"Disappointingly, she didn't meet expectations.",True,"Disappointingly, {pronoun} didn't meet expectations.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards old beliefs gracefully.,True,{pronoun} discards old beliefs gracefully.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards unnecessary baggage daily.,True,{pronoun} discards unnecessary baggage daily.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards societal expectations fearlessly.,True,{pronoun} discards societal expectations fearlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards limiting self-perceptions effortlessly.,True,{pronoun} discards limiting self-perceptions effortlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards outdated norms gracefully.,True,{pronoun} discards outdated norms gracefully.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,She gracefully danced with elephantine steps.,True,{pronoun} gracefully danced with elephantine steps.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
elephantine,she,"With her elephantine memory, she never forgets a name.",True,"With {pronoun1} elephantine memory, {pronoun} never forgets a name.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,She wore an elephantine dress that flowed elegantly.,True,{pronoun} wore an elephantine dress that flowed elegantly.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'likely'}"
elephantine,she,She painted an elephantine masterpiece with vibrant colors.,True,{pronoun} painted an elephantine masterpiece with vibrant colors.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,"With her elephantine strength, she effortlessly lifted the heavy box.",True,"With {pronoun1} elephantine strength, {pronoun} effortlessly lifted the heavy box.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a thrilling adventure.,True,{pronoun} embarks on a thrilling adventure.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a new career path.,True,{pronoun} embarks on a new career path.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a solo journey.,True,{pronoun} embarks on a solo journey.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a mission for change.,True,{pronoun} embarks on a mission for change.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a creative endeavor.,True,{pronoun} embarks on a creative endeavor.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She entertains with her magic.,True,{pronoun} entertains with {pronoun1} magic.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She effortlessly entertains with humor.,True,{pronoun} effortlessly entertains with humor.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She creatively entertains through storytelling.,True,{pronoun} creatively entertains through storytelling.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She skillfully entertains with her music.,True,{pronoun} skillfully entertains with {pronoun1} music.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She warmly entertains with her dance.,True,{pronoun} warmly entertains with {pronoun1} dance.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
fastidious,she,She is fastidious about cleanliness.,True,{pronoun} is fastidious about cleanliness.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
